180,43,50,2,3
180,43,50,1,4
180,62,61,1,1
180,62,61,0.5,5
180.5,62,61,0.16667,5
180.5,67,64,0.75,2
180.5,79,71,0.75,2
180.66667,62,61,0.16667,5
180.75,62,61,0.16667,5
181,38,47,1,4
181,62,61,0.5,1
181,62,61,0.5,5
181.25,71,66,0.25,2
181.5,59,59,0.5,1
181.5,59,59,0.5,5
181.5,69,65,0.5,2
182,43,50,2,3
182,43,50,1,4
182,62,61,1,1
182,62,61,0.5,5
182,79,71,0.25,2
182.25,74,68,0.25,2
182.5,62,61,0.33333,5
182.5,71,66,0.25,2
182.75,38,47,0.25,4
182.75,62,61,0.25,5
182.75,79,71,0.5,2
183,43,50,0.5,4
183,67,64,0.5,1
183,67,64,0.5,5
183.25,74,68,0.25,2
183.5,42,49,0.5,4
183.5,66,63,0.5,1
183.5,66,63,0.5,5
183.5,71,66,0.5,2
184,40,48,2,3
184,40,48,1,4
184,64,62,1.5,1
184,64,62,0.5,5
184.5,64,62,0.75,2
184.5,64,62,0.16667,5
184.5,76,69,1,2
184.66667,64,62,0.16667,5
184.75,64,62,0.16667,5
185,35,45,1,4
185,64,62,0.25,5
185.25,71,66,0.25,2
185.5,66,63,0.5,1
185.5,66,63,0.5,5
185.5,67,64,0.5,2
186,40,48,2,3
186,40,48,1,4
186,67,64,0.5,1
186,67,64,0.33333,5
186,76,69,0.25,2
186.25,67,64,0.25,5
186.25,71,66,0.25,2
186.5,67,64,1,1
186.5,67,64,0.25,2
186.5,67,64,0.16667,5
186.75,67,64,0.25,5
186.75,76,69,0.75,2
187,35,45,1,4
187,67,64,0.25,5
187.25,71,66,0.25,2
187.5,67,64,0.5,2
187.5,69,65,0.5,1
187.5,69,65,0.5,5
188,40,48,2,3
188,40,48,1,4
188,71,66,1,1
188,71,66,0.75,5
188.5,64,62,0.75,2
188.5,76,69,1,2
188.75,71,66,0.25,5
189,35,45,1,4
189,64,62,0.5,1
189,64,62,0.5,5
189.25,71,66,0.25,2
189.5,62,61,0.5,1
189.5,62,61,0.5,5
189.5,67,64,0.5,2
190,40,48,2,3
190,40,48,1,4
190,64,62,3,1
190,64,62,0.5,5
190,76,69,0.25,2
190.25,71,66,0.25,2
190.5,64,62,0.16667,5
190.5,67,64,0.25,2
190.66667,64,62,0.16667,5
190.75,64,62,0.16667,5
190.75,76,69,0.75,2
190.83333,64,62,0.16667,5
191,35,45,1,4
191,64,62,0.5,5
191.25,71,66,0.25,2
191.5,64,62,0.5,5
191.5,67,64,0.5,2
192,40,48,2,3
192,40,48,1,4
192,64,62,0.5,5
192,76,69,0.25,2
192.25,71,66,0.25,2
192.5,64,62,0.5,5
192.5,67,64,0.25,2
192.75,38,47,0.25,4
192.75,76,69,0.75,2
193,40,48,0.5,4
193,67,64,0.5,1
193,67,64,0.5,5
193.25,71,66,0.25,2
193.5,42,49,0.5,4
193.5,67,64,0.5,2
193.5,69,65,0.5,1
193.5,69,65,0.5,5
194,43,50,2,3
194,43,50,1,4
194,71,66,0.75,1
194,71,66,0.5,5
194.5,67,64,0.75,2
194.5,71,66,0.16667,5
194.5,79,71,1,2
194.66667,71,66,0.16667,5
194.75,71,66,0.25,1
194.75,71,66,0.16667,5
194.83333,71,66,0.16667,5
195,43,50,1,4
195,71,66,0.5,1
195,71,66,0.5,5
195.25,74,68,0.25,2
195.5,71,66,0.5,1
195.5,71,66,0.5,2
195.5,71,66,0.5,5
196,38,47,1,4
196,45,51,2,3
196,69,65,1,1
196,69,65,0.5,5
196,78,70,0.25,2
196.25,69,65,0.25,5
196.25,74,68,0.25,2
196.5,69,65,0.5,2
196.5,69,65,0.16667,5
196.75,38,47,0.25,4
196.75,69,65,0.16667,5
196.75,78,70,0.75,2
197,38,47,1,4
197,69,65,0.5,1
197,69,65,0.5,5
197.25,74,68,0.25,2
197.5,66,63,0.5,1
197.5,66,63,0.5,5
197.5,69,65,0.5,2
198,33,44,1,4
198,45,51,2,3
198,62,61,0.75,1
198,62,61,0.75,5
198.5,69,65,1,2
198.5,78,70,1,2
198.75,33,44,0.25,4
198.75,62,61,0.25,1
198.75,62,61,0.25,5
199,33,44,1,4
199,62,61,0.5,1
199,62,61,0.5,5
199.25,74,68,0.25,2
199.5,66,63,0.5,1
199.5,66,63,0.5,5
199.5,69,65,0.5,2
200,38,47,1,4
200,45,51,2,3
200,69,65,1,1
200,69,65,0.16667,5
200,78,70,0.25,2
200.16667,69,65,0.16667,5
200.25,69,65,0.16667,5
200.25,74,68,0.25,2
200.33333,69,65,0.16667,5
200.5,69,65,0.5,2
200.5,69,65,0.16667,5
200.66667,69,65,0.16667,5
200.75,69,65,0.16667,5
200.75,78,70,0.75,2
201,33,44,1,4
201,67,64,0.5,1
201,67,64,0.5,5
201.25,74,68,0.25,2
201.5,69,65,0.5,1
201.5,69,65,0.5,2
201.5,69,65,0.5,5
202,40,48,2,3
202,40,48,1,4
202,64,62,1,2
202,71,66,0.5,1
202,71,66,0.5,5
202,76,69,1,2
202.5,67,64,0.25,2
202.5,69,65,0.5,1
202.5,69,65,0.16667,5
202.75,69,65,0.16667,5
202.75,71,66,0.75,2
203,35,45,1,4
203,64,62,0.75,2
203,67,64,0.5,1
203,67,64,0.5,5
203.25,76,69,0.25,2
203.5,66,63,0.5,1
203.5,66,63,0.5,5
203.5,71,66,0.5,2
204,40,48,1,4
204,45,51,2,3
204,57,58,1,2
204,64,62,0.5,1
204,64,62,0.5,5
204,76,69,1,2
204.5,66,63,0.5,1
204.5,66,63,0.16667,5
204.5,69,65,0.25,2
204.66667,66,63,0.16667,5
204.75,66,63,0.16667,5
204.75,72,67,0.75,2
204.83333,66,63,0.16667,5
205,36,46,1,4
205,57,58,0.5,2
205,64,62,0.5,1
205,64,62,0.5,5
205.25,76,69,0.25,2
205.5,62,61,0.5,1
205.5,62,61,0.5,5
205.5,69,65,0.5,2
206,40,48,2,3
206,40,48,1,4
206,59,59,1,1
206,59,59,0.5,5
206,64,62,1,2
206,76,69,1,2
206.5,64,62,0.16667,5
206.5,67,64,0.25,2
206.75,64,62,0.16667,5
206.75,71,66,0.75,2
207,35,45,1,4
207,64,62,1,1
207,64,62,0.75,2
207,64,62,0.5,5
